state,city,udid_loyal,udid_churned,total,perc_churn,index
HIMACHAL PRADESH,KUMHARSAIN,24,1,25,4.0%,0.5
JAMMU AND KASHMIR,CHENANI,24,1,25,4.0%,0.5
JHARKHAND,JAINAGAR,24,1,25,4.0%,0.5
MAHARASHTRA,DAPOLI,24,1,25,4.0%,0.5
PUNJAB,RAMPURA PHUL,24,1,25,4.0%,0.5
RAJASTHAN,BASWA,24,1,25,4.0%,0.5
TELANGANA,DORNAKAL,24,1,25,4.0%,0.5
TELANGANA,MALLAPUR,24,1,25,4.0%,0.5
TELANGANA,MALLIAL,24,1,25,4.0%,0.5
UTTAR PRADESH,BABERU,24,1,25,4.0%,0.5
WEST BENGAL,GOPIBALLAVPUR-I,24,1,25,4.0%,0.5
ANDHRA PRADESH,KURNOOL,817,34,851,4.0%,0.499412456
ANDHRA PRADESH,TENALI,193,8,201,4.0%,0.497512438
KARNATAKA,SIRSI,169,7,176,4.0%,0.497159091
KARNATAKA,MANVI,290,12,302,4.0%,0.496688742
WEST BENGAL,UTTAR DINAJPUR,1136,47,1183,4.0%,0.496618766
KERALA,ALATHUR,484,20,504,4.0%,0.496031746
TAMIL NADU,MANACHANALLUR,121,5,126,4.0%,0.496031746
UTTAR PRADESH,CHANDPUR,121,5,126,4.0%,0.496031746
WEST BENGAL,RAGHUNATHPUR-I,121,5,126,4.0%,0.496031746
TAMIL NADU,GOPICHETTIPALAIYAM,291,12,303,4.0%,0.495049505
KARNATAKA,SOMVARPET,97,4,101,4.0%,0.495049505
TAMIL NADU,METTUPALAYAM,219,9,228,3.9%,0.493421053
UTTAR PRADESH,JEWAR,73,3,76,3.9%,0.493421053
ANDHRA PRADESH,YEMMIGANUR,122,5,127,3.9%,0.492125984
HIMACHAL PRADESH,NALAGARH,122,5,127,3.9%,0.492125984
MADHYA PRADESH,SAGAR,931,38,969,3.9%,0.490196078
TAMIL NADU,THIRUMAYAM,49,2,51,3.9%,0.490196078
WEST BENGAL,BURWAN,49,2,51,3.9%,0.490196078
GUJARAT,KALYANPUR,74,3,77,3.9%,0.487012987
MAHARASHTRA,NANDGAON,74,3,77,3.9%,0.487012987
MADHYA PRADESH,RATLAM,519,21,540,3.9%,0.486111111
UTTAR PRADESH,MUSAFIRKHANA,173,7,180,3.9%,0.486111111
ASSAM,SIDLI (PT),99,4,103,3.9%,0.485436893
KARNATAKA,SINDHNUR,424,17,441,3.9%,0.48185941
ANDHRA PRADESH,PUTTUR,75,3,78,3.8%,0.480769231
UTTAR PRADESH,KAISERGANJ,75,3,78,3.8%,0.480769231
ANDHRA PRADESH,KALLUR,50,2,52,3.8%,0.480769231
CHHATTISGARH,BASNA,50,2,52,3.8%,0.480769231
CHHATTISGARH,KHARSIA,50,2,52,3.8%,0.480769231
TELANGANA,TUPRAN,50,2,52,3.8%,0.480769231
ANDHRA PRADESH,DARSI,25,1,26,3.8%,0.480769231
ANDHRA PRADESH,GARA,25,1,26,3.8%,0.480769231
ANDHRA PRADESH,KAVITI,25,1,26,3.8%,0.480769231
ANDHRA PRADESH,NEKARIKALLU,25,1,26,3.8%,0.480769231
HIMACHAL PRADESH,NADAUN,25,1,26,3.8%,0.480769231
MADHYA PRADESH,CHANDERI,25,1,26,3.8%,0.480769231
MAHARASHTRA,ARNI,25,1,26,3.8%,0.480769231
PUNJAB,BUDHLADA,25,1,26,3.8%,0.480769231
RAJASTHAN,DEGANA,25,1,26,3.8%,0.480769231
TELANGANA,CHERIAL,25,1,26,3.8%,0.480769231
TELANGANA,CHOPPADANDI,25,1,26,3.8%,0.480769231
TELANGANA,DHARMARAM,25,1,26,3.8%,0.480769231
TELANGANA,JAIPUR,25,1,26,3.8%,0.480769231
UTTAR PRADESH,RANIGANJ,25,1,26,3.8%,0.480769231
KARNATAKA,HIRIYUR,277,11,288,3.8%,0.477430556
ASSAM,BARPETA,101,4,105,3.8%,0.476190476
JAMMU AND KASHMIR,KATHUA,152,6,158,3.8%,0.474683544
ASSAM,SONARI,76,3,79,3.8%,0.474683544
HIMACHAL PRADESH,NAHAN,76,3,79,3.8%,0.474683544
KARNATAKA,TIRTHAHALLI,76,3,79,3.8%,0.474683544
UTTAR PRADESH,CHHATA,178,7,185,3.8%,0.472972973
MADHYA PRADESH,SHEOPUR,102,4,106,3.8%,0.471698113
UTTAR PRADESH,BHARTHANA,102,4,106,3.8%,0.471698113
ANDHRA PRADESH,NAGARI,51,2,53,3.8%,0.471698113
GUJARAT,PETLAD,51,2,53,3.8%,0.471698113
MAHARASHTRA,SHEVGAON,51,2,53,3.8%,0.471698113
UTTAR PRADESH,GOLA,51,2,53,3.8%,0.471698113
UTTAR PRADESH,KHERAGARH,51,2,53,3.8%,0.471698113
WEST BENGAL,TALDANGRA,51,2,53,3.8%,0.471698113
TAMIL NADU,PALANI,230,9,239,3.8%,0.470711297
ANDHRA PRADESH,DHARMAVARAM,231,9,240,3.8%,0.46875
UTTAR PRADESH,DOMARIYAGANJ,77,3,80,3.8%,0.46875
UTTAR PRADESH,SHAHJAHANPUR,437,17,454,3.7%,0.468061674
JAMMU AND KASHMIR,PULWAMA,103,4,107,3.7%,0.46728972
TELANGANA,KAMANPUR,129,5,134,3.7%,0.46641791
UTTAR PRADESH,SHIKOHABAD,259,10,269,3.7%,0.464684015
UTTAR PRADESH,FARRUKHABAD,337,13,350,3.7%,0.464285714
KARNATAKA,ARKALGUD,78,3,81,3.7%,0.462962963
ANDHRA PRADESH,CHANDRAGIRI,52,2,54,3.7%,0.462962963
ASSAM,SRIJANGRAM,52,2,54,3.7%,0.462962963
TAMIL NADU,UTHIRAMERUR,52,2,54,3.7%,0.462962963
WEST BENGAL,GARBETA-II,52,2,54,3.7%,0.462962963
ANDHRA PRADESH,PODALAKUR,26,1,27,3.7%,0.462962963
ANDHRA PRADESH,RAZOLE,26,1,27,3.7%,0.462962963
BIHAR,BAKHTIARPUR,26,1,27,3.7%,0.462962963
BIHAR,MADHUBANI,26,1,27,3.7%,0.462962963
MAHARASHTRA,PATHRI,26,1,27,3.7%,0.462962963
PUDUCHERRY,THIRUNALLAR,26,1,27,3.7%,0.462962963
PUNJAB,MUKTSAR,26,1,27,3.7%,0.462962963
RAJASTHAN,DUNGARGARH,26,1,27,3.7%,0.462962963
UTTAR PRADESH,SAWAYAJPUR,26,1,27,3.7%,0.462962963
WEST BENGAL,MEMARI-II,26,1,27,3.7%,0.462962963
WEST BENGAL,SALTORA,26,1,27,3.7%,0.462962963
CHHATTISGARH,RAJNANDGAON,262,10,272,3.7%,0.459558824
MADHYA PRADESH,DAMOH,210,8,218,3.7%,0.458715596
TAMIL NADU,UDUMALAIPETTAI,210,8,218,3.7%,0.458715596
WEST BENGAL,NARAYANGARH,105,4,109,3.7%,0.458715596
UTTAR PRADESH,SULTANPUR,394,15,409,3.7%,0.458435208
BIHAR,KHAGARIA,79,3,82,3.7%,0.457317073
MADHYA PRADESH,KASRAWAD,79,3,82,3.7%,0.457317073
WEST BENGAL,CHHATNA,79,3,82,3.7%,0.457317073
TAMIL NADU,KRISHNAGIRI,580,22,602,3.7%,0.456810631
MADHYA PRADESH,BHIND,344,13,357,3.6%,0.455182073
TAMIL NADU,SRIVILLIPUTHUR,159,6,165,3.6%,0.454545455
ANDHRA PRADESH,CHINTHAKOMMADINNE,53,2,55,3.6%,0.454545455
MADHYA PRADESH,KUKSHI,53,2,55,3.6%,0.454545455
RAJASTHAN,KISHANGARH,53,2,55,3.6%,0.454545455
TAMIL NADU,KOTAGIRI,53,2,55,3.6%,0.454545455
UTTARAKHAND,LAKSAR,53,2,55,3.6%,0.454545455
UTTAR PRADESH,TILOI,53,2,55,3.6%,0.454545455
TAMIL NADU,RAJAPALAIYAM,240,9,249,3.6%,0.451807229
TAMIL NADU,NAGAPATTINAM,160,6,166,3.6%,0.451807229
MANIPUR,IMPHAL,80,3,83,3.6%,0.451807229
TAMIL NADU,TIRUCHENGODE,588,22,610,3.6%,0.450819672
UTTAR PRADESH,FATEHPUR,348,13,361,3.6%,0.450138504
KARNATAKA,HOLE NARSIPUR,108,4,112,3.6%,0.446428571
TAMIL NADU,EDAPPADI,108,4,112,3.6%,0.446428571
KARNATAKA,TURUVEKERE,81,3,84,3.6%,0.446428571
ASSAM,NALBARI,54,2,56,3.6%,0.446428571
MAHARASHTRA,TASGAON,54,2,56,3.6%,0.446428571
TAMIL NADU,KARIAPATTI,54,2,56,3.6%,0.446428571
WEST BENGAL,KHEJURI-I,54,2,56,3.6%,0.446428571
ANDHRA PRADESH,ANAPARTHY,27,1,28,3.6%,0.446428571
ANDHRA PRADESH,CHERUKUPALLE H.O ARUMBAKA,27,1,28,3.6%,0.446428571
ANDHRA PRADESH,KANCHIKACHERLA,27,1,28,3.6%,0.446428571
ANDHRA PRADESH,KOTHAPALLE,27,1,28,3.6%,0.446428571
ASSAM,TITABOR,27,1,28,3.6%,0.446428571
CHHATTISGARH,PALI,27,1,28,3.6%,0.446428571
MADHYA PRADESH,PAWAI,27,1,28,3.6%,0.446428571
MADHYA PRADESH,POHARI,27,1,28,3.6%,0.446428571
RAJASTHAN,POKARAN,27,1,28,3.6%,0.446428571
RAJASTHAN,RANIWARA,27,1,28,3.6%,0.446428571
RAJASTHAN,SIROHI,27,1,28,3.6%,0.446428571
RAJASTHAN,SIWANA,27,1,28,3.6%,0.446428571
TAMIL NADU,SATHANKULAM,27,1,28,3.6%,0.446428571
UTTAR PRADESH,RAMNAGAR,27,1,28,3.6%,0.446428571
WEST BENGAL,SITALKUCHI,27,1,28,3.6%,0.446428571
WEST BENGAL,MIDNAPORE,272,10,282,3.5%,0.443262411
ANDHRA PRADESH,VINUKONDA,82,3,85,3.5%,0.441176471
KERALA,PEERUMADE,137,5,142,3.5%,0.440140845
UTTAR PRADESH,CHUNAR,137,5,142,3.5%,0.440140845
UTTAR PRADESH,KUNDA,137,5,142,3.5%,0.440140845
ANDHRA PRADESH,JAGGAMPETA,55,2,57,3.5%,0.438596491
UTTAR PRADESH,JALESAR,55,2,57,3.5%,0.438596491
WEST BENGAL,KOTULPUR,55,2,57,3.5%,0.438596491
TAMIL NADU,KALLAKKURICHI,248,9,257,3.5%,0.437743191
UTTAR PRADESH,MAHARAJGANJ,304,11,315,3.5%,0.436507937
CHHATTISGARH,BAKABAND,249,9,258,3.5%,0.436046512
GUJARAT,THASRA,83,3,86,3.5%,0.436046512
ASSAM,CHARIDUAR,111,4,115,3.5%,0.434782609
MADHYA PRADESH,PUNASA,111,4,115,3.5%,0.434782609
TAMIL NADU,PATTUKKOTTAI,167,6,173,3.5%,0.433526012
UTTAR PRADESH,DUDHI,167,6,173,3.5%,0.433526012
RAJASTHAN,JAIPUR,31125,1116,32241,3.5%,0.432678887
HIMACHAL PRADESH,PALAMPUR,112,4,116,3.4%,0.431034483
TAMIL NADU,SIRKALI,112,4,116,3.4%,0.431034483
TAMIL NADU,UTHANGARAI,84,3,87,3.4%,0.431034483
WEST BENGAL,GALSI-I,84,3,87,3.4%,0.431034483
JHARKHAND,PATRATU,56,2,58,3.4%,0.431034483
MADHYA PRADESH,PANNA,56,2,58,3.4%,0.431034483
TELANGANA,MANUGURU,56,2,58,3.4%,0.431034483
ANDHRA PRADESH,ALLAVARAM,28,1,29,3.4%,0.431034483
ANDHRA PRADESH,B.KOTHAKOTA,28,1,29,3.4%,0.431034483
ANDHRA PRADESH,KORISAPADU,28,1,29,3.4%,0.431034483
ASSAM,BAJALI,28,1,29,3.4%,0.431034483
HIMACHAL PRADESH,ROHRU,28,1,29,3.4%,0.431034483
MADHYA PRADESH,BARGHAT,28,1,29,3.4%,0.431034483
MADHYA PRADESH,GAIRATGANJ,28,1,29,3.4%,0.431034483
MADHYA PRADESH,PANDHANA,28,1,29,3.4%,0.431034483
ODISHA,JAJAPUR ROAD,28,1,29,3.4%,0.431034483
RAJASTHAN,PRATAPGARH,28,1,29,3.4%,0.431034483
UTTAR PRADESH,RUDHOULI,28,1,29,3.4%,0.431034483
TAMIL NADU,ATTUR,421,15,436,3.4%,0.430045872
WEST BENGAL,BOLPUR SRINIKETAN,225,8,233,3.4%,0.429184549
KARNATAKA,RAMDURG,169,6,175,3.4%,0.428571429
MADHYA PRADESH,SINGRAULI,254,9,263,3.4%,0.427756654
ASSAM,SAMAGURI,85,3,88,3.4%,0.426136364
TELANGANA,NIZAMABAD,511,18,529,3.4%,0.425330813
PUDUCHERRY,OZHUKARAI,142,5,147,3.4%,0.425170068
UTTAR PRADESH,KERAKAT,142,5,147,3.4%,0.425170068
CHHATTISGARH,BEMETRA,57,2,59,3.4%,0.423728814
HARYANA,HODAL,57,2,59,3.4%,0.423728814
MADHYA PRADESH,PACHORE,57,2,59,3.4%,0.423728814
MADHYA PRADESH,RAJNAGAR,57,2,59,3.4%,0.423728814
RAJASTHAN,SURATGARH,57,2,59,3.4%,0.423728814
UTTAR PRADESH,KARCHHANA,315,11,326,3.4%,0.421779141
ANDHRA PRADESH,PALASA,86,3,89,3.4%,0.421348315
PUNJAB,BATALA,86,3,89,3.4%,0.421348315
UTTAR PRADESH,ALLAHABAD,4109,142,4251,3.3%,0.417548812
TAMIL NADU,AMBASAMUDRAM,174,6,180,3.3%,0.416666667
KARNATAKA,SHRIRANGAPATTANA,116,4,120,3.3%,0.416666667
ANDHRA PRADESH,NANDIGAMA,58,2,60,3.3%,0.416666667
MADHYA PRADESH,KALAPIPAL,58,2,60,3.3%,0.416666667
MADHYA PRADESH,KHACHROD,58,2,60,3.3%,0.416666667
MAHARASHTRA,GADCHIROLI,58,2,60,3.3%,0.416666667
RAJASTHAN,HANUMANGARH,58,2,60,3.3%,0.416666667
WEST BENGAL,CONTAI-III,58,2,60,3.3%,0.416666667
WEST BENGAL,KESHPUR,58,2,60,3.3%,0.416666667
WEST BENGAL,NABAGRAM,58,2,60,3.3%,0.416666667
ANDHRA PRADESH,KOILKUNTLA,29,1,30,3.3%,0.416666667
ANDHRA PRADESH,KRUTHIVENNU,29,1,30,3.3%,0.416666667
ASSAM,DOBOKA,29,1,30,3.3%,0.416666667
ASSAM,LAHARIGHAT,29,1,30,3.3%,0.416666667
ASSAM,MORIGAON,29,1,30,3.3%,0.416666667
BIHAR,ZIRADEI,29,1,30,3.3%,0.416666667
GUJARAT,GARIADHAR,29,1,30,3.3%,0.416666667
HIMACHAL PRADESH,NICHAR,29,1,30,3.3%,0.416666667
MADHYA PRADESH,BATIYAGARH,29,1,30,3.3%,0.416666667
MADHYA PRADESH,TAL,29,1,30,3.3%,0.416666667
TELANGANA,MAHADEVPUR,29,1,30,3.3%,0.416666667
TELANGANA,PENUBALLI,29,1,30,3.3%,0.416666667
WEST BENGAL,ARSHA,29,1,30,3.3%,0.416666667
WEST BENGAL,BAGMUNDI,29,1,30,3.3%,0.416666667
MADHYA PRADESH,MORENA,350,12,362,3.3%,0.414364641
UTTAR PRADESH,KANPUR,7964,273,8237,3.3%,0.414289183
DELHI,SHAHDARA,12307,421,12728,3.3%,0.413458517
TAMIL NADU,RASIPURAM,234,8,242,3.3%,0.41322314
MAHARASHTRA,GONDIYA,176,6,182,3.3%,0.412087912
ASSAM,AZARA,88,3,91,3.3%,0.412087912
UTTAR PRADESH,RAE BARELI,354,12,366,3.3%,0.409836066
ANDHRA PRADESH,PITHAPURAM,59,2,61,3.3%,0.409836066
JAMMU AND KASHMIR,BHADERWAH,59,2,61,3.3%,0.409836066
UTTAR PRADESH,HAIDERGARH,89,3,92,3.3%,0.407608696
ASSAM,DIPHU,119,4,123,3.3%,0.406504065
PUDUCHERRY,VILLIANUR,359,12,371,3.2%,0.404312668
PUNJAB,DERA BASSI,120,4,124,3.2%,0.403225806
UTTAR PRADESH,CAMPIERGANJ,90,3,93,3.2%,0.403225806
ASSAM,BARKHETRI,30,1,31,3.2%,0.403225806
GUJARAT,DHARAMPUR,30,1,31,3.2%,0.403225806
GUJARAT,SHEHERA,30,1,31,3.2%,0.403225806
HIMACHAL PRADESH,KANGRA,30,1,31,3.2%,0.403225806
HIMACHAL PRADESH,THEOG,30,1,31,3.2%,0.403225806
MADHYA PRADESH,BICHHIYA,30,1,31,3.2%,0.403225806
PUNJAB,FATEHGARH SAHIB,30,1,31,3.2%,0.403225806
PUNJAB,MALOUT,30,1,31,3.2%,0.403225806
MADHYA PRADESH,CHHINDWARA,241,8,249,3.2%,0.401606426
TAMIL NADU,GINGEE,151,5,156,3.2%,0.400641026
RAJASTHAN,AJMER,273,9,282,3.2%,0.39893617
TAMIL NADU,VEDASANDUR,152,5,157,3.2%,0.398089172
TAMIL NADU,DHARAPURAM,244,8,252,3.2%,0.396825397
TAMIL NADU,MANAMADURAI,61,2,63,3.2%,0.396825397
CHHATTISGARH,RAIGARH,397,13,410,3.2%,0.396341463
ANDHRA PRADESH,CHITTOOR,275,9,284,3.2%,0.396126761
UTTAR PRADESH,GHATAMPUR,92,3,95,3.2%,0.394736842
KARNATAKA,MADIKERI,123,4,127,3.1%,0.393700787
UTTAR PRADESH,AKBARPUR,277,9,286,3.1%,0.393356643
MADHYA PRADESH,GADARWARA,155,5,160,3.1%,0.390625
ANDHRA PRADESH,ATMAKUR,124,4,128,3.1%,0.390625
CHHATTISGARH,ARANG,93,3,96,3.1%,0.390625
ASSAM,MAYONG,62,2,64,3.1%,0.390625
UTTAR PRADESH,AMETHI,62,2,64,3.1%,0.390625
BIHAR,BHAGWANPUR,31,1,32,3.1%,0.390625
BIHAR,JAMALPUR,31,1,32,3.1%,0.390625
BIHAR,KAHARA,31,1,32,3.1%,0.390625
HIMACHAL PRADESH,KARSOG,31,1,32,3.1%,0.390625
MADHYA PRADESH,AMARWARA,31,1,32,3.1%,0.390625
MADHYA PRADESH,PATHARIA,31,1,32,3.1%,0.390625
TAMIL NADU,PONNAMARAVATHI,31,1,32,3.1%,0.390625
TELANGANA,BELLAMPALLE,31,1,32,3.1%,0.390625
TELANGANA,YACHARAM,31,1,32,3.1%,0.390625
WEST BENGAL,HARIHARPARA,31,1,32,3.1%,0.390625
TAMIL NADU,GUDIYATHAM,250,8,258,3.1%,0.387596899
JAMMU AND KASHMIR,HIRANAGAR,94,3,97,3.1%,0.386597938
KARNATAKA,SIDDAPUR,63,2,65,3.1%,0.384615385
MADHYA PRADESH,NARSINGHGARH,63,2,65,3.1%,0.384615385
RAJASTHAN,PHALODI,63,2,65,3.1%,0.384615385
UTTAR PRADESH,NICHLAUL,63,2,65,3.1%,0.384615385
ASSAM,LANKA,127,4,131,3.1%,0.381679389
MAHARASHTRA,OSMANABAD,127,4,131,3.1%,0.381679389
KARNATAKA,KORATAGERE,96,3,99,3.0%,0.378787879
UTTAR PRADESH,MOHAMMDI,96,3,99,3.0%,0.378787879
MADHYA PRADESH,AMBAH,64,2,66,3.0%,0.378787879
ANDHRA PRADESH,MULAKALACHERUVU,32,1,33,3.0%,0.378787879
GUJARAT,DHROL,32,1,33,3.0%,0.378787879
GUJARAT,KATHLAL,32,1,33,3.0%,0.378787879
MADHYA PRADESH,BANDHOGARH (UMARIA),32,1,33,3.0%,0.378787879
MADHYA PRADESH,NEPANAGAR,32,1,33,3.0%,0.378787879
TELANGANA,DHARPALLE,32,1,33,3.0%,0.378787879
UTTAR PRADESH,RASULABAD,32,1,33,3.0%,0.378787879
UTTAR PRADESH,SIKANDRA,32,1,33,3.0%,0.378787879
WEST BENGAL,CHANDRAKONA-II,32,1,33,3.0%,0.378787879
UTTAR PRADESH,SORAON,225,7,232,3.0%,0.377155172
PUNJAB,LUDHIANA,25343,787,26130,3.0%,0.37648297
KARNATAKA,BAGEPALLI,97,3,100,3.0%,0.375
UTTAR PRADESH,HARDOI,361,11,372,3.0%,0.369623656
UTTAR PRADESH,FAIZABAD,856,26,882,2.9%,0.368480726
ASSAM,CHABUA,66,2,68,2.9%,0.367647059
ANDHRA PRADESH,BHIMADOLE,33,1,34,2.9%,0.367647059
ANDHRA PRADESH,KODUMUR,33,1,34,2.9%,0.367647059
ANDHRA PRADESH,MANDASA,33,1,34,2.9%,0.367647059
ANDHRA PRADESH,VENKATAGIRIKOTA,33,1,34,2.9%,0.367647059
MADHYA PRADESH,MAJHAGAWAN,33,1,34,2.9%,0.367647059
WEST BENGAL,INDUS,33,1,34,2.9%,0.367647059
TAMIL NADU,SANKARANKOIL,166,5,171,2.9%,0.365497076
UTTAR PRADESH,SITAPUR,266,8,274,2.9%,0.364963504
CHHATTISGARH,KORBA,233,7,240,2.9%,0.364583333
TAMIL NADU,AMBUR,201,6,207,2.9%,0.362318841
HIMACHAL PRADESH,AMB,67,2,69,2.9%,0.362318841
WEST BENGAL,BELDANGA-II,67,2,69,2.9%,0.362318841
WEST BENGAL,BHATAR,67,2,69,2.9%,0.362318841
WEST BENGAL,NANOOR,67,2,69,2.9%,0.362318841
WEST BENGAL,PURBASTHALI-II,67,2,69,2.9%,0.362318841
UTTAR PRADESH,JAUNPUR,705,21,726,2.9%,0.361570248
KARNATAKA,MUDIGERE,101,3,104,2.9%,0.360576923
KARNATAKA,SORAB,101,3,104,2.9%,0.360576923
BIHAR,SONEPUR,135,4,139,2.9%,0.35971223
WEST BENGAL,KALNA-I,135,4,139,2.9%,0.35971223
UTTAR PRADESH,SAFIPUR,102,3,105,2.9%,0.357142857
ANDHRA PRADESH,NIDADAVOLE,68,2,70,2.9%,0.357142857
ASSAM,MATIA,68,2,70,2.9%,0.357142857
ANDHRA PRADESH,GANDLAPENTA,34,1,35,2.9%,0.357142857
ANDHRA PRADESH,ORVAKAL,34,1,35,2.9%,0.357142857
ANDHRA PRADESH,SANTHANUTHALA PADU,34,1,35,2.9%,0.357142857
CHHATTISGARH,MALKHARODA,34,1,35,2.9%,0.357142857
HARYANA,PEHOWA,34,1,35,2.9%,0.357142857
JAMMU AND KASHMIR,DAMHAL HANJIPORA,34,1,35,2.9%,0.357142857
MADHYA PRADESH,CHITRANGI,34,1,35,2.9%,0.357142857
MADHYA PRADESH,DAHI,34,1,35,2.9%,0.357142857
MAHARASHTRA,MORSHI,34,1,35,2.9%,0.357142857
TELANGANA,YADAGIRIGUTTA,34,1,35,2.9%,0.357142857
UTTAR PRADESH,JAYSINGHNPUR,34,1,35,2.9%,0.357142857
WEST BENGAL,JHALDA-I,34,1,35,2.9%,0.357142857
WEST BENGAL,LABPUR,34,1,35,2.9%,0.357142857
TAMIL NADU,POLUR,205,6,211,2.8%,0.355450237
UTTAR PRADESH,SHAMLI,378,11,389,2.8%,0.353470437
ANDHRA PRADESH,RENIGUNTA,172,5,177,2.8%,0.353107345
RAJASTHAN,SUJANGARH,69,2,71,2.8%,0.352112676
MADHYA PRADESH,GOHAD,104,3,107,2.8%,0.35046729
UTTAR PRADESH,KARWI,104,3,107,2.8%,0.35046729
UTTAR PRADESH,ROBERTSGANJ,243,7,250,2.8%,0.35
RAJASTHAN,JODHPUR,870,25,895,2.8%,0.349162011
ANDHRA PRADESH,SATTENAPALLE,70,2,72,2.8%,0.347222222
TELANGANA,VEMULAWADA,70,2,72,2.8%,0.347222222
ANDHRA PRADESH,CHINTALAPUDI,35,1,36,2.8%,0.347222222
ANDHRA PRADESH,DENDULURU,35,1,36,2.8%,0.347222222
ANDHRA PRADESH,GANGAVARAM,35,1,36,2.8%,0.347222222
ANDHRA PRADESH,KAREMPUDI,35,1,36,2.8%,0.347222222
ANDHRA PRADESH,VENKATACHALAM,35,1,36,2.8%,0.347222222
ASSAM,MORAN,35,1,36,2.8%,0.347222222
MADHYA PRADESH,NALKHEDA,35,1,36,2.8%,0.347222222
MADHYA PRADESH,SIHORA,35,1,36,2.8%,0.347222222
UTTAR PRADESH,SIRAULI GAUSPUR,35,1,36,2.8%,0.347222222
KERALA,MANANTHAVADY,491,14,505,2.8%,0.346534653
TAMIL NADU,KURINJIPADI,246,7,253,2.8%,0.345849802
ASSAM,JORHAT WEST,176,5,181,2.8%,0.345303867
UTTAR PRADESH,UNNAO,461,13,474,2.7%,0.342827004
HIMACHAL PRADESH,PAONTA SAHIB,71,2,73,2.7%,0.342465753
MADHYA PRADESH,MALHARGARH,71,2,73,2.7%,0.342465753
WEST BENGAL,ENGLISH BAZAR,2204,62,2266,2.7%,0.342012357
UTTAR PRADESH,ORAI,320,9,329,2.7%,0.341945289
UTTAR PRADESH,CHANDAULI,676,19,695,2.7%,0.341726619
ANDHRA PRADESH,TANUKU,108,3,111,2.7%,0.337837838
ASSAM,SIVASAGAR,72,2,74,2.7%,0.337837838
HIMACHAL PRADESH,DERA GOPIPUR,36,1,37,2.7%,0.337837838
MAHARASHTRA,KHULDABAD,36,1,37,2.7%,0.337837838
MAHARASHTRA,WARORA,36,1,37,2.7%,0.337837838
UTTAR PRADESH,DALMAU,36,1,37,2.7%,0.337837838
UTTAR PRADESH,IKAUNA,36,1,37,2.7%,0.337837838
WEST BENGAL,BARABAZAR,36,1,37,2.7%,0.337837838
WEST BENGAL,PUNCHA,36,1,37,2.7%,0.337837838
TAMIL NADU,CHENGAM,109,3,112,2.7%,0.334821429
MADHYA PRADESH,BURHANPUR,328,9,337,2.7%,0.333827893
UTTAR PRADESH,ZAMANIA,219,6,225,2.7%,0.333333333
MAHARASHTRA,HINGANGHAT,73,2,75,2.7%,0.333333333
TAMIL NADU,DEVAKOTTAI,73,2,75,2.7%,0.333333333
TELANGANA,BHADRACHALAM,73,2,75,2.7%,0.333333333
JHARKHAND,JAMSHEDPUR,110,3,113,2.7%,0.331858407
MADHYA PRADESH,BASODA,148,4,152,2.6%,0.328947368
MADHYA PRADESH,BINA,148,4,152,2.6%,0.328947368
TAMIL NADU,THIRUVARUR,74,2,76,2.6%,0.328947368
TELANGANA,VICARABAD,74,2,76,2.6%,0.328947368
ANDHRA PRADESH,BADVEL,37,1,38,2.6%,0.328947368
JAMMU AND KASHMIR,MENDHAR,37,1,38,2.6%,0.328947368
MADHYA PRADESH,JATARA,37,1,38,2.6%,0.328947368
MAHARASHTRA,SOLAPUR SOUTH,37,1,38,2.6%,0.328947368
PUNJAB,RUPNAGAR,37,1,38,2.6%,0.328947368
UTTAR PRADESH,GARAUTHA,37,1,38,2.6%,0.328947368
UTTAR PRADESH,SALON,37,1,38,2.6%,0.328947368
WEST BENGAL,DANTAN-I,37,1,38,2.6%,0.328947368
ANDHRA PRADESH,CHIRALA,149,4,153,2.6%,0.326797386
UTTAR PRADESH,NAWABGANJ,487,13,500,2.6%,0.325
KARNATAKA,HOSADURGA,150,4,154,2.6%,0.324675325
TAMIL NADU,TIRUVADANAI,75,2,77,2.6%,0.324675325
WEST BENGAL,SIMLAPAL,75,2,77,2.6%,0.324675325
WEST BENGAL,BANKURA-I,113,3,116,2.6%,0.323275862
RAJASTHAN,CHITTAURGARH,76,2,78,2.6%,0.320512821
ANDHRA PRADESH,PAYAKARAOPETA,38,1,39,2.6%,0.320512821
ASSAM,BAGHBOR,38,1,39,2.6%,0.320512821
ASSAM,SARUPATHAR,38,1,39,2.6%,0.320512821
PUNJAB,NABHA,38,1,39,2.6%,0.320512821
TELANGANA,NANDIPET,38,1,39,2.6%,0.320512821
WEST BENGAL,BHAGAWANPUR-II,38,1,39,2.6%,0.320512821
WEST BENGAL,INDPUR,38,1,39,2.6%,0.320512821
WEST BENGAL,POTASHPUR-II,38,1,39,2.6%,0.320512821
WEST BENGAL,SALANPUR,38,1,39,2.6%,0.320512821
TELANGANA,SURYAPET,115,3,118,2.5%,0.31779661
ANDHRA PRADESH,KUPPAM,77,2,79,2.5%,0.316455696
KARNATAKA,ANKOLA,77,2,79,2.5%,0.316455696
CHHATTISGARH,AMBIKAPUR,271,7,278,2.5%,0.314748201
TAMIL NADU,VANIYAMBADI,195,5,200,2.5%,0.3125
CHHATTISGARH,MAHASAMUND,117,3,120,2.5%,0.3125
ANDHRA PRADESH,ICHCHAPURAM,39,1,40,2.5%,0.3125
